,PERIOD,PRIMARY_LABEL,SECONDARY_LABEL,ACCOUNT,CATEGORY,SUBCATEGORY,BASE_TOKEN_ADDRESS,VALUE_BASE_TOKEN,VALUE_USD,TOKEN_PRICE,QTY,QTY_USD,LAG_QTY,LAG_PRICE
112,2021-03-23T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,352.0,590237.12,1676.81,188544.0,316152464.64,188192.0,1694.02
113,2021-03-24T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1594.41,188544.0,300616439.04,188544.0,1676.81
114,2021-03-25T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,256.0,407219.2,1590.7,188800.0,300324160.0,188544.0,1594.41
115,2021-03-26T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,288.0,487693.44000000006,1693.38,189088.0,320197837.44,188800.0,1590.7
116,2021-03-27T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1718.6,189088.0,324966636.8,189088.0,1693.38
117,2021-03-28T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,1686.3,189088.0,318859094.4,189088.0,1718.6
118,2021-03-29T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,256.0,465326.08,1817.68,189344.0,344166801.92,189088.0,1686.3
119,2021-03-30T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,384.0,707205.1200000001,1841.68,189728.0,349418263.04,189344.0,1817.68
120,2021-03-31T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,384.0,737210.8799999999,1919.82,190112.0,364980819.84,189728.0,1841.68
121,2021-04-01T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,512.0,1009633.28,1971.94,190624.0,375899090.56,190112.0,1919.82
122,2021-04-02T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,2132.17,190624.0,406442774.08,190624.0,1971.94
123,2021-04-03T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,256.0,516597.76,2017.96,190880.0,385188204.8,190624.0,2132.17
124,2021-04-04T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,32.0,66319.36,2072.48,190912.0,395661301.76,190880.0,2017.96
125,2021-04-05T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1024.0,2208378.88,2156.62,191936.0,413933016.32,190912.0,2072.48
126,2021-04-06T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1408.0,3047179.52,2164.19,193344.0,418433151.36,191936.0,2156.62
127,2021-04-07T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,608.0,1201395.84,1975.98,193952.0,383245272.96,193344.0,2164.19
128,2021-04-08T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,2079.02,193952.0,403230087.04,193952.0,1975.98
129,2021-04-09T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,288.0,596661.12,2071.74,194240.0,402414777.6,193952.0,2079.02
130,2021-04-10T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,8192.0,17533009.92,2140.26,202432.0,433257112.32000005,194240.0,2071.74
131,2021-04-11T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3328.0,7157662.719999999,2150.74,205760.0,442536262.4,202432.0,2140.26
132,2021-04-12T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,16128.0,34610849.28,2146.01,221888.0,476173866.88000005,205760.0,2150.74
133,2021-04-13T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,2301.52,221888.0,510679669.76,221888.0,2146.01
134,2021-04-14T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,2427.54,221888.0,538641995.52,221888.0,2301.52
135,2021-04-15T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5056.0,12758714.88,2523.48,226944.0,572688645.12,221888.0,2427.54
136,2021-04-16T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,2474.86,226944.0,561654627.84,226944.0,2523.48
137,2021-04-17T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,2393.4,226944.0,543167769.6,226944.0,2474.86
138,2021-04-18T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,2250.71,226944.0,510785130.24,226944.0,2393.4
139,2021-04-19T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11136.0,24560782.08,2205.53,238080.0,525092582.4,226944.0,2250.71
140,2021-04-20T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4800.0,11188032.0,2330.84,242880.0,566114419.2,238080.0,2205.53
141,2021-04-21T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,9600.0,22817280.000000004,2376.8,252480.0,600094464.0,242880.0,2330.84
142,2021-04-22T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4160.0,10049728.0,2415.8,256640.0,619990912.0,252480.0,2376.8
143,2021-04-23T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,2363.5,256640.0,606568640.0,256640.0,2415.8
144,2021-04-24T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0,2223.16,256640.0,570551782.4,256640.0,2363.5
145,2021-04-25T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,736.0,1697863.6800000002,2306.88,257376.0,593735546.88,256640.0,2223.16
146,2021-04-26T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,256.0,647183.36,2528.06,257632.0,651309153.92,257376.0,2306.88
147,2021-04-27T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,256.0,677908.48,2648.08,257888.0,682908055.04,257632.0,2528.06
148,2021-04-28T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3040.0,8364468.799999999,2751.47,260928.0,717935564.16,257888.0,2648.08
149,2021-04-29T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,512.0,1413841.92,2761.41,261440.0,721943030.4,260928.0,2751.47
150,2021-04-30T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,728.4601651750041,2021010.7438549248,2774.36,262168.460165175,727349689.143855,261440.0,2761.41
151,2021-05-01T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,824.2548771770282,2435005.515607605,2954.19,262992.71504235204,776930448.850966,262168.460165175,2774.36
152,2021-05-02T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,568.5137536229856,1681413.537165197,2957.56,263561.22879597504,779498147.8378239,262992.71504235204,2954.19
153,2021-05-03T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,856.5699212089953,2945649.7363464013,3438.89,264417.79871718405,909303723.8305372,263561.22879597504,2957.56
154,2021-05-04T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,568.4890197830046,1851773.393480368,3257.36,264986.28773696703,863155734.2228869,264417.79871718405,3438.89
155,2021-05-05T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,12856.469024274997,45384621.30259317,3530.1,277842.75676124205,980812715.6428604,264986.28773696703,3257.36
156,2021-05-06T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2326.0664450519894,8171657.506783242,3513.08,280168.82320629404,984255489.4295676,277842.75676124205,3530.1
157,2021-05-07T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,34039.82926924399,118931078.6872262,3493.88,314208.652475538,1097807326.711233,280168.82320629404,3513.08
158,2021-05-08T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,23673.45942564996,92378099.90158276,3902.18,337882.111901188,1318476819.4185777,314208.652475538,3493.88
159,2021-05-09T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1082.7481320139962,4264403.517937124,3938.5,338964.860033202,1335013101.240766,337882.111901188,3902.18
160,2021-05-10T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1594.6281940099875,6334676.446986617,3972.51,340559.488227212,1352875972.577482,338964.860033202,3938.5
161,2021-05-11T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,569.1136072119925,2375303.7712846207,4173.69,341128.601834424,1423765034.190317,340559.488227212,3972.51
162,2021-05-12T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,316.1804621440006,1255973.135188478,3972.33,341444.782296568,1356331352.0601258,341128.601834424,4173.69
163,2021-05-13T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,65.24792194298439,242800.5671342335,3721.2,341510.03021851095,1270827124.449123,341444.782296568,3972.33
164,2021-05-14T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,53.353199970029664,218800.93954509197,4100.99,341563.383418481,1400748019.7653563,341510.03021851095,3721.2
165,2021-05-15T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7102.569201553027,25916706.810930874,3648.92,348665.952620034,1272254167.8342946,341563.383418481,4100.99
166,2021-05-16T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2630.838138033016,9425188.096554322,3582.58,351296.790758067,1258548856.6340356,348665.952620034,3648.92
167,2021-05-17T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1606.5723232920388,5279405.508739668,3286.13,352903.363081359,1159686328.5225463,351296.790758067,3582.58
168,2021-05-18T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,70.3781061299431,239314.4158653198,3400.41,352973.7411874889,1200255439.2713492,352903.363081359,3286.13
169,2021-05-19T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3270.272368923057,8142324.144144627,2489.8,356244.013556412,886976344.9527547,352973.7411874889,3400.41
170,2021-05-20T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,69.78126759405289,193079.88274401275,2766.93,356313.7948240061,985895328.3123872,356244.013556412,2489.8
171,2021-05-21T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,70.36127665197574,169119.66094792238,2403.59,356384.15610065806,856601393.7619808,356313.7948240061,2766.93
172,2021-05-22T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,29831.69105709501,68881374.65083237,2309.0,386215.8471577531,891772391.0872519,356384.15610065806,2403.59
173,2021-05-23T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,28871.52004500596,61274604.42191705,2122.32,415087.367202759,880948221.1617596,386215.8471577531,2309.0
174,2021-05-24T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2663.2308938429737,7034897.773777275,2641.49,417750.598096602,1103484027.366193,415087.367202759,2122.32
175,2021-05-25T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,9063.813481568995,24411387.573640145,2693.28,426814.411578171,1149530718.4152565,417750.598096602,2641.49
176,2021-05-26T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,71.48555363999442,205534.5489701756,2875.19,426885.897131811,1227378062.5744116,426814.411578171,2693.28
177,2021-05-27T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,19847.17604719999,54652374.79413273,2753.66,446733.073179011,1230150994.2901154,426885.897131811,2875.19
178,2021-05-28T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,362.148768976017,879626.7664535375,2428.91,447095.22194798704,1085954055.541685,446733.073179011,2753.66
179,2021-05-29T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,942.4071157490322,2156104.967908738,2287.87,448037.62906373607,1025051850.4060496,447095.22194798704,2428.91
180,2021-05-30T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,786.6302915269697,1882555.7473794287,2393.19,448824.259355263,1074121729.246422,448037.62906373607,2287.87
181,2021-05-31T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6738.538376043996,18222490.247265697,2704.22,455562.79773130704,1231942028.880955,448824.259355263,2393.19
182,2021-06-01T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,84.02016345000824,221341.03818943276,2634.38,455646.817894757,1200346864.12559,455562.79773130704,2704.22
183,2021-06-02T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,83.53184550596745,227229.17337451808,2720.27,455730.349740263,1239709598.4879453,455646.817894757,2634.38
184,2021-06-03T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5843.400465451989,16775000.320200952,2870.76,461573.750205715,1325067459.1405585,455730.349740263,2720.27
185,2021-06-04T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1523.3895004720196,4109008.03183317,2697.28,463097.139706187,1249102652.986704,461573.750205715,2870.76
186,2021-06-05T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,83.44432766000666,217863.12620095824,2610.88,463180.58403384703,1209308923.2422905,463097.139706187,2697.28
187,2021-06-06T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,82.74754462699802,223746.87824506385,2703.97,463263.331578474,1252650150.6882465,463180.58403384703,2610.88
188,2021-06-07T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4306.985063094046,11159958.206534876,2591.13,467570.3166415681,1211535474.5594664,463263.331578474,2703.97
189,2021-06-08T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1396.0575822780274,3520857.2225051853,2522.0,468966.3742238461,1182733195.7925398,467570.3166415681,2591.13
190,2021-06-09T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1142.0776951710031,2978915.5146453828,2608.33,470108.4519190171,1226197978.39393,468966.3742238461,2522.0
191,2021-06-10T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,85.69502032500831,212827.01077797115,2483.54,470194.1469393421,1167745971.6897335,470108.4519190171,2608.33
192,2021-06-11T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4886.403583247028,11531081.767853834,2359.83,475080.5505225892,1121109335.5397215,470194.1469393421,2483.54
193,2021-06-12T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4887.22912006305,11633071.47448608,2380.3,479967.77964265225,1142467305.8834052,475080.5505225892,2359.83
194,2021-06-13T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,21207.572314061992,52958913.35550618,2497.17,501175.35195671424,1251520053.645748,479967.77964265225,2380.3
195,2021-06-14T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2872.1420216530023,7363683.879374617,2563.83,504047.4939783673,1292292086.4865572,501175.35195671424,2497.17
196,2021-06-15T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2103.648310783004,5383446.392124786,2559.1,506151.1422891503,1295291388.2321644,504047.4939783673,2563.83
197,2021-06-16T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4887.860949144993,11530268.464595074,2358.96,511039.00323829526,1205520567.079009,506151.1422891503,2559.1
198,2021-06-17T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,15469.568100808025,36766831.89655244,2376.72,526508.5713391033,1251363451.6730735,511039.00323829526,2358.96
199,2021-06-18T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2296.386044855,5115016.204030923,2227.42,528804.9573839583,1177870738.1761763,526508.5713391033,2376.72
200,2021-06-19T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7223.861916553963,15690517.03723187,2172.04,536028.8193005122,1164276036.6734846,528804.9573839583,2227.42
201,2021-06-20T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,88.29142048400894,197941.4184973045,2241.91,536117.1107209962,1201926311.6965084,536028.8193005122,2172.04
202,2021-06-21T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3448.9572955769577,6536118.970847892,1895.1,539566.0680165731,1022531655.4982076,536117.1107209962,2241.91
203,2021-06-22T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,347.25649576695014,648713.3323071972,1868.11,539913.32451234,1008617480.6547476,539566.0680165731,1895.1
204,2021-06-23T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,94.21215513698527,185476.41193973427,1968.71,540007.536667477,1063118237.5126288,539913.32451234,1868.11
205,2021-06-24T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,94.50327377200756,188167.35847291967,1991.12,540102.039941249,1075407973.7678196,540007.536667477,1968.71
206,2021-06-25T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3518.6094447180444,6439653.447439625,1830.17,543620.649385967,994918203.8867152,540102.039941249,1991.12
207,2021-06-26T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,607.5772443360336,1099575.0694820236,1809.77,544228.226630303,984927917.7087234,543620.649385967,1830.17
208,2021-06-27T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,97.12106319496245,190569.97899052332,1962.19,544325.3476934979,1068069753.9907048,544228.226630303,1809.77
209,2021-06-28T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,97.61944544795531,203001.58919793204,2079.52,544422.9671389458,1132138448.624781,544325.3476934979,1962.19
210,2021-06-29T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11906.51425346604,25830111.086611755,2169.41,556329.4813924119,1206906740.227512,544422.9671389458,2079.52
211,2021-06-30T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4706.583330077023,10717831.559251394,2277.2,561036.0647224889,1277591326.5860517,556329.4813924119,2169.41
212,2021-07-01T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,26306.718371887982,55786553.11379309,2120.62,587342.7830943768,1245530852.6855972,561036.0647224889,2277.2
213,2021-07-02T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,98.11749744198812,211164.55329474917,2152.16,587440.9005918187,1264266808.6176884,587342.7830943768,2120.62
214,2021-07-03T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,98.04005785100668,217399.90668229328,2217.46,587538.9406496697,1302844099.3330166,587440.9005918187,2152.16
215,2021-07-04T00:00:00Z,1. Assets,1.1. Staked Assets,1.1.1. Staked ETH,-,1. Historical,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,97.53520741296794,227008.3184933122,2327.45,587636.4758570828,1367694515.7335672,587538.9406496697,2217.46
